title,genre,budget,runtime,year,month,revenue
Midnight in the Garden of Good and Evil,Crime,35000000,155.0,1997,11,25105255
Heist,Crime,8900000,93.0,2015,11,4100000
Nanny McPhee and the Big Bang,Comedy,35000000,109.0,2010,3,93246388
Hoffa,Crime,35000000,140.0,1992,12,0
The X Files: I Want to Believe,Drama,30000000,104.0,2008,7,68369434
Ella Enchanted,,31000000,96.0,2004,4,27388767
Concussion,Drama,35000000,123.0,2015,11,50363790
Abduction,Thriller,35000000,106.0,2011,9,82087155
Valiant,Animation,35000000,76.0,2005,3,19478106
Wonder Boys,Comedy,35000000,111.0,2000,2,0
Superhero Movie,Action,35000000,85.0,2008,3,25871834
Broken City,Thriller,56000000,109.0,2013,1,19701164
Cursed,Horror,35000000,97.0,2005,2,19294901
Premium Rush,Crime,35000000,91.0,2012,8,31083599
Hot Pursuit,Action,35000000,87.0,2015,5,51680201
The Four Feathers,,35000000,132.0,2002,9,29882645
Parker,Action,35000000,118.0,2013,1,46216641
Wimbledon,Comedy,31000000,98.0,2004,9,41512007
Furry Vengeance,Comedy,35000000,92.0,2010,4,39340177
Bait,Action,30000000,93.0,2012,9,0
Krull,Fantasy,27000000,117.0,1983,7,16519460
Lions for Lambs,Action,35000000,92.0,2007,10,63215872
Flight of the Intruder,Action,35000000,115.0,1991,1,0
Walk Hard: The Dewey Cox Story,Comedy,35000000,96.0,2007,12,18317151
The Shipping News,Drama,0,111.0,2001,12,0
American Outlaws,Action,35000000,94.0,2001,8,13678913
The Young Victoria,Drama,35000000,105.0,2009,3,27409889
Whiteout,Action,40000000,101.0,2009,9,12206028
The Tree of Life,Drama,32000000,139.0,2011,5,54674226
Knock Off,Action,33000000,91.0,1998,9,0
Sabotage,Action,35000000,110.0,2014,3,17508518
The Order,Drama,35000000,102.0,2003,9,11560806
Punisher: War Zone,Action,20500000,102.0,2008,12,10089373
Zoom,,35000000,83.0,2006,8,12506188
The Walk,Adventure,35000000,123.0,2015,9,61181942
Warriors of Virtue,Fantasy,0,103.0,1997,5,0
A Good Year,Comedy,35000000,118.0,2006,9,42064105
Radio Flyer,Drama,35000000,114.0,1992,2,4651977
Bound by Honor,Action,35000000,180.0,1993,2,0
Smilla's Sense of Snow,Action,35000000,121.0,1997,2,0
Femme Fatale,Thriller,35000000,114.0,2002,11,16838910
Lion of the Desert,Action,35000000,173.0,1981,4,0
The Horseman on the Roof,,35000000,135.0,1995,9,15000000
Ride with the Devil,Drama,38000000,138.0,1999,11,635096
Biutiful,Drama,0,148.0,2010,10,25147786
Bandidas,Action,35000000,93.0,2006,1,10496317
Black Water Transit,Drama,0,100.0,2009,5,0
The Maze Runner,Action,34000000,113.0,2014,9,348319861
Unfinished Business,Comedy,35000000,91.0,2015,3,14431253
The Age of Innocence,Drama,34000000,139.0,1993,9,32255440
The Fountain,Drama,35000000,96.0,2006,9,15304890
Chill Factor,Action,70000000,101.0,1999,9,11263966
Stolen,Action,35000000,96.0,2012,5,2106557
Ponyo,Animation,41677699,100.0,2008,7,187479518
The Longest Ride,Drama,34000000,128.0,2015,4,63013281
The Astronaut's Wife,Drama,75000000,109.0,1999,8,19598588
I Dreamed of Africa,Romance,34000000,114.0,2000,5,0
Playing for Keeps,Comedy,35000000,106.0,2012,11,0
Mandela: Long Walk to Freedom,Drama,35000000,141.0,2013,12,27330000
Reds,Drama,32000000,195.0,1981,12,40382659
A Few Good Men,Drama,40000000,138.0,1992,12,243240178
Exit Wounds,Action,50000000,101.0,2001,3,79958599
Big Momma's House,Crime,30000000,98.0,2000,5,173959438
Thunder and the House of Magic,,34000000,85.0,2013,12,0
The Darkest Hour,Horror,30000000,89.0,2011,12,64626786
Step Up Revolution,,33000000,99.0,2012,7,140470746
Snakes on a Plane,Action,33000000,105.0,2006,8,62022014
The Watcher,,33000000,96.0,2000,9,0
The Punisher,Action,33000000,124.0,2004,4,54700105
Goal!: The Dream Begins,Drama,30000000,118.0,2005,6,27610873
Safe,Action,30000000,94.0,2012,4,40346186
Pushing Tin,Comedy,33000000,124.0,1999,4,0
Return of the Jedi,Adventure,32350000,135.0,1983,5,572700000
Doomsday,Action,30000000,108.0,2008,3,22211426
The Reader,Drama,32000000,124.0,2008,12,113019290
Wanderlust,Comedy,35000000,98.0,2012,2,24159934
Elf,Comedy,32000000,97.0,2003,10,173398518
Phenomenon,Drama,32000000,123.0,1996,7,152036382
Snow Dogs,Adventure,33000000,99.0,2002,1,0
Scrooged,Fantasy,0,101.0,1988,11,60328000
Nacho Libre,Comedy,32000000,92.0,2006,6,80197993
Bridesmaids,Comedy,32500000,125.0,2011,4,288383523
This Is the End,Action,32000000,107.0,2013,6,126041322
Stigmata,Horror,29000000,103.0,1999,9,50041732
Men of Honor,Drama,32000000,129.0,2000,9,48814909
Takers,Action,32000000,107.0,2010,8,69055695
The Big Wedding,Comedy,35000000,90.0,2013,4,21819348
"Big Mommas: Like Father, Like Son",Crime,32000000,107.0,2011,2,83615414
Source Code,Thriller,32000000,93.0,2011,3,147332697
Alive,Action,32000000,120.0,1993,1,36733909
The Number 23,Thriller,30000000,101.0,2007,2,77566815
The Young and Prodigious T.S. Spivet,Adventure,33000000,105.0,2013,10,9494789
1941,Action,35000000,113.0,1979,12,31755742
Dreamer: Inspired By a True Story,Drama,0,106.0,2005,9,0
A History of Violence,Drama,32000000,96.0,2005,9,60740827
Transporter 2,Action,32000000,87.0,2005,8,85167639
The Quick and the Dead,Action,32000000,107.0,1995,2,18552460
Laws of Attraction,Action,28000000,90.0,2004,4,30016165
Bringing Out the Dead,Drama,32000000,121.0,1999,10,0
Repo Men,Action,32000000,111.0,2010,3,18409891
Dragon Wars: D-War,Fantasy,70000000,90.0,2007,2,53587404
Bogus,Fantasy,32000000,110.0,1996,9,0
The Incredible Burt Wonderstone,Comedy,30000000,100.0,2013,3,27437881
Cats Don't Dance,Animation,32000000,75.0,1997,3,3566637
Cradle Will Rock,Drama,0,132.0,1999,12,0
The Good German,,32000000,108.0,2006,12,5914908
George and the Dragon,Adventure,32000000,93.0,2004,3,0
Apocalypse Now,Drama,31500000,153.0,1979,8,89460381
Going the Distance,Comedy,32000000,102.0,2010,9,42045846
Mr. Holland's Opus,,0,137.0,1995,12,106269971
Criminal,Action,31500000,113.0,2016,4,14708696
Out of Africa,Drama,31000000,161.0,1985,12,128499205
Flight,Drama,31000000,138.0,2012,11,161772375
Moonraker,Action,34000000,126.0,1979,6,210308099
The Grand Budapest Hotel,Comedy,30000000,99.0,2014,2,174600318
Hearts in Atlantis,Drama,31000000,101.0,2001,9,24185781
Arachnophobia,Comedy,31000000,103.0,1990,8,53208180
Frequency,Crime,31000000,118.0,2000,4,68106245
Vacation,Comedy,31000000,99.0,2015,7,104384188
Get Shorty,Comedy,30250000,105.0,1995,10,115101622
Chicago,Action,45000000,113.0,2002,12,306776732
Big Daddy,Comedy,34200000,93.0,1999,6,234801895
American Pie 2,Comedy,30000000,108.0,2001,8,287553595
Toy Story,Animation,30000000,81.0,1995,10,373554033
Speed,Action,30000000,116.0,1994,6,350448145
The Vow,Drama,30000000,104.0,2012,2,196114570
Extraordinary Measures,Drama,31000000,105.0,2010,1,15134293
Remember the Titans,Drama,30000000,113.0,2000,9,136706683
The Hunt for Red October,Action,30000000,134.0,1990,3,199200000
The Butler,Drama,25000000,132.0,2013,8,115922175
DodgeBall: A True Underdog Story,Comedy,20000000,92.0,2004,6,167722310
The Addams Family,Horror,30000000,99.0,1991,11,191502426
Ace Ventura: When Nature Calls,Crime,30000000,90.0,1995,11,212385533
The Princess Diaries,Comedy,37000000,115.0,2001,8,165335153
The First Wives Club,Comedy,26000000,102.0,1996,9,116400000
Se7en,Crime,33000000,127.0,1995,9,327311859
District 9,Science Fiction,30000000,112.0,2009,8,210819611
The SpongeBob SquarePants Movie,Animation,30000000,87.0,2004,11,140161792
Mystic River,Thriller,25000000,138.0,2003,10,156822020
Million Dollar Baby,Drama,30000000,132.0,2004,12,216763646
Analyze This,Comedy,80000000,103.0,1999,3,176885658
The Notebook,Romance,29000000,123.0,2004,6,115603229
27 Dresses,Comedy,30000000,111.0,2008,1,160259319
Hannah Montana: The Movie,Comedy,35000000,102.0,2009,4,155545279
Rugrats in Paris: The Movie,Adventure,30,78.0,2000,9,103
The Prince of Tides,Drama,30000000,132.0,1991,12,74787599
Legends of the Fall,Adventure,30000000,133.0,1994,12,160638883
Up in the Air,Drama,25000000,109.0,2009,9,163670000
About Schmidt,Drama,30000000,125.0,2002,12,105834556
Warm Bodies,Horror,35000000,97.0,2013,1,116980662
Looper,Action,30000000,118.0,2012,9,47042000
Down to Earth,Fantasy,0,87.0,2001,2,0
Babe,Fantasy,30000000,89.0,1995,7,254134910
Hope Springs,Drama,30000000,100.0,2012,8,114281051
Forgetting Sarah Marshall,Comedy,30000000,111.0,2008,4,105173115
Four Brothers,Action,45000000,109.0,2005,8,92374674
Baby Mama,Comedy,30000000,99.0,2008,4,63833449
Hope Floats,Drama,0,114.0,1998,5,0
Bride Wars,Comedy,30000000,89.0,2009,1,114663461
Without a Paddle,Action,19000000,95.0,2004,8,69631118
13 Going on 30,Comedy,37000000,98.0,2004,4,96455697
Midnight in Paris,Fantasy,30000000,94.0,2011,5,151119219
The Nut Job,Animation,0,85.0,2014,1,0
Blow,Crime,53000000,124.0,2001,4,83282296
Message in a Bottle,Romance,80000000,131.0,1999,2,118880016
Star Trek V: The Final Frontier,Science Fiction,30000000,107.0,1989,6,70200000
Like Mike,Comedy,30000000,99.0,2002,7,0
The Naked Gun 33⅓: The Final Insult,Comedy,30000000,83.0,1994,3,51132598
A View to a Kill,Adventure,30000000,131.0,1985,5,152427960
The Curse of the Were-Rabbit,Adventure,30000000,85.0,2005,9,192452832
P.S. I Love You,Drama,30000000,126.0,2007,11,156835339
Racing Stripes,Comedy,30000000,102.0,2005,1,93772522
Atonement,Drama,30000000,123.0,2007,8,129266061
Letters to Juliet,Comedy,30000000,105.0,2010,5,0
Black Rain,Action,30000000,125.0,1989,9,45892212
The Three Stooges,Comedy,30000000,92.0,2012,4,54819301
Corpse Bride,Romance,40000000,77.0,2005,9,117195061
Glory Road,Drama,0,118.0,2006,1,42647449
Sicario,Action,30000000,121.0,2015,9,84025816
Southpaw,Action,30000000,123.0,2015,6,91709827
Drag Me to Hell,Horror,30000000,99.0,2009,3,90810892
The Age of Adaline,Fantasy,25000000,112.0,2015,4,65663276
Secondhand Lions,Comedy,0,111.0,2003,9,0
Step Up 3D,Drama,30000000,107.0,2010,8,159291809
Blue Crush,Adventure,25000000,104.0,2002,8,51842679
Stranger Than Fiction,Comedy,30000000,113.0,2006,9,53653224
30 Days of Night,Horror,30000000,113.0,2007,10,75505973
The Cabin in the Woods,Horror,30000000,95.0,2012,4,66486080
Meet the Spartans,Comedy,30000000,84.0,2008,1,84646831
Midnight Run,Adventure,30000000,126.0,1988,7,38413606
The Running Man,Action,27000000,101.0,1987,11,38122105
Little Shop of Horrors,Horror,25000000,94.0,1986,12,38748395
Hanna,Action,30000000,111.0,2011,4,63782078
Mortal Kombat: Annihilation,Action,30000000,95.0,1997,11,51376861
Larry Crowne,Comedy,30000000,98.0,2011,6,36160375
Carrie,Drama,30000000,100.0,2013,10,82394288
Take the Lead,,30000000,108.0,2006,3,34742066
Gridiron Gang,Action,30000000,125.0,2006,9,41480851
What's the Worst That Could Happen?,Action,45000000,94.0,2001,5,0
9,Action,30000000,79.0,2009,8,48428063
Side Effects,Thriller,30000000,106.0,2013,2,63372757
The Prince & Me,Comedy,0,111.0,2004,3,0
Winnie the Pooh,Animation,30000000,63.0,2011,4,14460000
Dumb and Dumberer: When Harry Met Lloyd,Comedy,19000000,85.0,2003,6,39267515
Bulworth,Comedy,30000000,108.0,1998,5,29202884
Get on Up,Drama,0,139.0,2014,8,31911598
One True Thing,Drama,0,127.0,1998,9,0
Virtuosity,Action,30000000,106.0,1995,8,24048000
My Super Ex-Girlfriend,Fantasy,0,95.0,2006,6,60896147
Deliver Us from Evil,Thriller,30000000,118.0,2014,7,0
Sanctum,Action,30000000,108.0,2011,2,108609310
Little Black Book,Comedy,35000000,111.0,2004,8,22034832
The Five-Year Engagement,Comedy,30000000,124.0,2012,4,53909751
Mr. 3000,Comedy,30000000,104.0,2004,6,21800302
The Next Three Days,Romance,30000000,133.0,2010,11,51148651
Ultraviolet,Science Fiction,30000000,87.0,2006,3,31070211
Assault on Precinct 13,Thriller,30000000,109.0,2005,1,35294470
The Replacement Killers,Action,30000000,87.0,1998,2,19204929
Fled,Action,25000000,98.0,1996,7,17193231
Eight Legged Freaks,Action,0,99.0,2002,7,0
Love & Other Drugs,Drama,30000000,112.0,2010,11,102820008
88 Minutes,Crime,30000000,108.0,2007,2,16930884
North Country,Drama,35000000,126.0,2005,2,25224242
The Whole Ten Yards,Comedy,40000000,98.0,2004,4,26155781
Splice,Horror,26000000,104.0,2009,10,0
Howard the Duck,Comedy,37000000,110.0,1986,8,37962774
Pride and Glory,Thriller,30000000,130.0,2008,9,31148328
The Cave,Action,30000000,97.0,2005,8,15007991
Alex & Emma,Comedy,30000000,96.0,2003,6,15368897
Wicker Park,Drama,30000000,114.0,2004,9,13001257
Fright Night,Horror,17000000,106.0,2011,8,24922237
The New World,Drama,30000000,135.0,2005,12,30536013
Wing Commander,Action,30000000,100.0,1999,3,0
In Dreams,Drama,0,100.0,1999,1,0
Dragonball Evolution,Action,100000000,85.0,2009,4,0
The Last Stand,Action,30000000,107.0,2013,1,0
Godsend,Drama,25000000,102.0,2004,4,30114487
Chasing Liberty,Comedy,23000000,111.0,2004,1,12
Hoodwinked Too! Hood VS. Evil,Comedy,30000000,86.0,2011,4,13521829
An Unfinished Life,Drama,30000000,108.0,2005,9,18618284
The Imaginarium of Doctor Parnassus,Adventure,30000000,123.0,2009,10,64352607
Barney's Version,Comedy,30000000,134.0,2010,10,8454301
Runner Runner,Crime,30000000,91.0,2013,9,62616646
Antitrust,Action,30000000,108.0,2001,1,18195610
Glory,,18000000,122.0,1989,12,26828365
Once Upon a Time in America,Drama,30000000,229.0,1984,2,0
Dead Man Down,Thriller,0,118.0,2013,3,18074539
The Merchant of Venice,Drama,0,138.0,2004,9,0
The Good Thief,Crime,0,108.0,2003,4,0
Supercross,Action,0,80.0,2005,8,3102550
Miss Potter,Drama,30000000,92.0,2006,12,35078241
The Promise,Fantasy,0,98.0,2005,12,0
DOA: Dead or Alive,Adventure,21000000,87.0,2006,9,480314
The Assassination of Jesse James by the Coward Robert Ford,Action,30000000,160.0,2007,9,14711793
1911,Adventure,30000000,125.0,2011,7,108348
Little Nicholas,Comedy,0,91.0,2009,9,0
Wild Card,Thriller,30000000,92.0,2015,1,0
Machine Gun Preacher,Action,30000000,129.0,2011,9,2527904
Animals United,Animation,0,93.0,2010,10,0
Goodbye Bafana,,30000000,140.0,2007,2,0
United Passions,Drama,27000000,110.0,2014,6,0
Grace of Monaco,Romance,30000000,103.0,2014,5,0
Savva. Heart of the Warrior,Fantasy,30000000,85.0,2015,11,0
Ripley's Game,Crime,30000000,110.0,2002,9,0
Sausage Party,Adventure,19000000,83.0,2016,7,140752617
Pitch Perfect 2,Comedy,29000000,115.0,2015,5,287506194
Walk the Line,Drama,28000000,136.0,2005,9,186438883
Keeping the Faith,Comedy,30000000,127.0,2000,4,37036004
The Borrowers,Adventure,29000000,86.0,1997,12,0
Frost/Nixon,Drama,0,122.0,2008,10,0
Confessions of a Dangerous Mind,Comedy,30000000,113.0,2002,12,33013805
Serving Sara,Comedy,29000000,100.0,2002,8,16930185
The Boss,Comedy,29000000,91.0,2016,4,78636257
Cry Freedom,Drama,0,157.0,1987,11,0
Mumford,Comedy,0,112.0,1999,9,0
Seed of Chucky,Drama,12000000,87.0,2004,11,24829644
The Jacket,Drama,29000000,103.0,2005,3,21126225
Aladdin,Animation,28000000,90.0,1992,11,504050219
Straight Outta Compton,Drama,28000000,147.0,2015,8,201634991
Indiana Jones and the Temple of Doom,Adventure,28000000,118.0,1984,5,333000000
The Rugrats Movie,Animation,30000000,79.0,1998,11,100491683
Along Came a Spider,Crime,60000000,104.0,2001,4,105178561
Florence Foster Jenkins,Comedy,29000000,110.0,2016,5,48902953
Once Upon a Time in Mexico,Action,29000000,102.0,2003,9,98185582
Die Hard,Action,28000000,131.0,1988,7,140767956
Role Models,Comedy,28000000,99.0,2008,2,92380927
The Big Short,Comedy,28000000,130.0,2015,12,133346506
Taking Woodstock,,0,120.0,2009,9,0
Miracle,Drama,28000000,135.0,2004,2,64445708
Dawn of the Dead,Fantasy,28000000,101.0,2004,3,102356381
The Wedding Planner,Comedy,35000000,103.0,2001,1,94728529
Space Pirate Captain Harlock,Animation,30000000,115.0,2013,9,17137302
The Royal Tenenbaums,Comedy,21000000,110.0,2001,10,71441250
Identity,,30000000,90.0,2003,4,90259536
Last Vegas,Comedy,28000000,105.0,2013,10,134402450
For Your Eyes Only,Adventure,28000000,127.0,1981,6,195312802
Serendipity,Comedy,28000000,90.0,2001,10,77516304
Timecop,Thriller,27000000,99.0,1994,9,101646581
Zoolander,Comedy,28000000,89.0,2001,9,60780981
Safe Haven,Romance,28000000,115.0,2013,2,97594140
Hocus Pocus,Comedy,28000000,96.0,1993,7,39514713
No Reservations,Comedy,28000000,104.0,2007,7,92601050
Kick-Ass,Action,28000000,117.0,2010,3,96188903
30 Minutes or Less,Action,28000000,83.0,2011,8,40547440
Dracula 2000,Thriller,28000000,99.0,2000,12,33000337
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",,28000000,81.0,2014,10,100654149
Pride & Prejudice,Drama,28000000,135.0,2005,9,121147947
Blade Runner,Science Fiction,28000000,117.0,1982,6,33139618
Rob Roy,Adventure,28000000,139.0,1995,4,31596911
3 Days to Kill,Action,28000000,113.0,2014,2,52597999
We Own the Night,Drama,21000000,117.0,2007,5,54926886
Lost Souls,Horror,0,97.0,2000,10,0
Winged Migration,,35866397,98.0,2001,12,20217080
Just My Luck,Comedy,28000000,103.0,2006,5,38159905
"Mystery, Alaska",Drama,28000000,119.0,1999,10,8888143
The Spy Next Door,Action,28000000,94.0,2010,1,45236543
A Simple Wish,Adventure,28000000,86.0,1997,7,8345056
Ghosts of Mars,Action,28000000,98.0,2001,8,14010832
Our Brand Is Crisis,Comedy,28000000,108.0,2015,9,7002261
Pride and Prejudice and Zombies,Romance,28000000,108.0,2016,2,16374328
Kundun,Drama,28000000,134.0,1997,12,5684789
How to Lose Friends & Alienate People,Comedy,27000000,110.0,2008,10,17286299
Kick-Ass 2,Action,28000000,103.0,2013,7,60700000
Alatriste,Action,24000000,145.0,2006,9,23321954
Brick Mansions,Action,28000000,90.0,2014,4,68896829
Octopussy,Adventure,27500000,131.0,1983,6,187500000
Knocked Up,Comedy,30000000,129.0,2007,6,219076518
My Sister's Keeper,Drama,30000000,109.0,2009,6,95714875
Welcome Home Roscoe Jenkins,Comedy,35000000,114.0,2008,2,43650785
A Passage to India,Drama,8000000,163.0,1984,12,27187653
Notes on a Scandal,Drama,15000000,92.0,2006,12,49469904
Rendition,Drama,27500000,120.0,2007,9,24748670
Star Trek VI: The Undiscovered Country,Science Fiction,27000000,113.0,1991,12,96900000
Divine Secrets of the Ya-Ya Sisterhood,Comedy,27000000,116.0,2002,6,0
Kiss the Girls,Drama,27000000,115.0,1997,10,60527873
The Blues Brothers,,27000000,133.0,1980,6,115229890
The Sisterhood of the Traveling Pants 2,Adventure,27000000,117.0,2008,8,44352417
Joyful Noise,Comedy,0,117.0,2012,1,0
About a Boy,Drama,27000000,101.0,2002,4,129000000
Lake Placid,Horror,27000000,82.0,1999,7,56870414
Lucky Number Slevin,Drama,27000000,110.0,2006,2,56308881
The Right Stuff,Drama,27000000,193.0,1983,10,21500000
Anonymous,Drama,30000000,130.0,2011,10,15395087
The NeverEnding Story,Drama,27000000,102.0,1984,4,20158808
Dark City,,27000000,100.0,1998,2,27200316
The Duchess,Drama,0,110.0,2008,9,0
Return to Oz,Adventure,25000000,109.0,1985,6,11137801
The Newton Boys,Crime,27000000,113.0,1998,3,76000000
Case 39,Horror,27000000,109.0,2009,8,29000000
Suspect Zero,Crime,27000000,99.0,2004,8,13000000
Martian Child,Drama,0,106.0,2007,11,0
Spy Kids: All the Time in the World,,27000000,89.0,2011,8,85564310
Money Monster,Thriller,27000000,98.0,2016,5,93282604
The 51st State,Thriller,28,93.0,2001,12,14
Flawless,Comedy,0,112.0,1999,11,4488529
Mindhunters,,27000000,106.0,2004,5,21148829
What Just Happened,Comedy,25000000,104.0,2008,10,6673422
The Statement,Drama,0,120.0,2003,12,0
The Magic Flute,Comedy,0,133.0,2006,9,0
Paul Blart: Mall Cop,Action,26000000,91.0,2009,1,183293131
Freaky Friday,Comedy,26000000,97.0,2003,8,110230332
The 40 Year Old Virgin,Comedy,26000000,116.0,2005,8,109449237
Shakespeare in Love,Romance,25000000,122.0,1998,12,289317794
A Walk Among the Tombstones,Crime,28000000,113.0,2014,9,53181600
Kindergarten Cop,Comedy,15000000,111.0,1990,12,201957688
Pineapple Express,Action,27000000,111.0,2008,8,101624843
Ever After: A Cinderella Story,Drama,26000000,121.0,1998,7,65705772
Open Range,,22000000,139.0,2003,8,68296293
Flatliners,Drama,26000000,115.0,1990,8,61489265
A Bridge Too Far,Drama,22000000,175.0,1977,6,50750000
Red Eye,Horror,26000000,85.0,2005,8,57891803
Final Destination 2,Horror,26000000,90.0,2003,1,90426405
"O Brother, Where Art Thou?",Action,26000000,106.0,2000,8,71868327
Legion,Horror,26000000,100.0,2010,1,67918658
Pain & Gain,Thriller,25000000,130.0,2013,4,86175291
In Good Company,Comedy,0,109.0,2004,12,0
Clockstoppers,Adventure,26000000,94.0,2002,3,38793283
Silverado,Action,26000000,127.0,1985,7,0
Brothers,Drama,26000000,104.0,2009,1,43318349
Agent Cody Banks 2: Destination London,Comedy,26000000,100.0,2004,12,28818995
New Year's Eve,Comedy,56000000,118.0,2011,12,142044638
Original Sin,Drama,42000000,118.0,2001,8,35402320
The Raven,Crime,26000000,111.0,2012,3,29657751
Welcome to Mooseport,Comedy,30000000,110.0,2004,2,14000000
Highlander: The Final Dimension,Action,26000000,99.0,1994,11,36800000
Blood and Wine,Crime,26000000,101.0,1996,10,0
Snow White: A Tale of Terror,Fantasy,26000000,100.0,1997,7,0
The Curse of the Jade Scorpion,Comedy,0,103.0,2001,8,0
Accidental Love,Romance,26000000,100.0,2015,2,0
Flipper,Adventure,25530000,95.0,1996,5,20080020
Self/less,Science Fiction,26000000,116.0,2015,7,30523226
The Constant Gardener,Drama,25000000,129.0,2005,8,82466670
The Passion of the Christ,Drama,30000000,127.0,2004,2,611899420
Mrs. Doubtfire,Comedy,25000000,125.0,1993,11,441286195
Rain Man,Drama,25000000,133.0,1988,12,412800000
Gran Torino,Drama,33000000,116.0,2008,12,269958228
W.,Drama,25100000,131.0,2008,10,29506464
Taken,Action,25000000,93.0,2008,2,226830568
The Best of Me,Drama,26000000,117.0,2014,10,35926213
The Bodyguard,Thriller,25000000,129.0,1992,11,411006740
Schindler's List,Drama,22000000,195.0,1993,11,321365567
The Help,Drama,25000000,146.0,2011,8,124272124
The Fifth Estate,Drama,28000000,128.0,2013,10,8555008
Scooby-Doo 2: Monsters Unleashed,,0,93.0,2004,3,181466833
Forbidden Kingdom,Thriller,26000000,127.0,2014,1,0
Freddy vs. Jason,Horror,30000000,97.0,2003,8,114908830
The Face of an Angel,Thriller,0,100.0,2014,9,0
Jimmy Neutron: Boy Genius,Action,25000000,83.0,2001,12,80936232
Cloverfield,Action,25000000,85.0,2008,1,170764026
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Science Fiction,25000000,88.0,1991,3,78000000
The Untouchables,Crime,25000000,119.0,1987,6,76270454
No Country for Old Men,Crime,25000000,122.0,2007,11,171600000
Ride Along,Action,25000000,99.0,2014,1,153997819
Bridget Jones's Diary,Comedy,25000000,97.0,2001,4,281929795
Chocolat,Comedy,25000000,121.0,2000,12,152500343
"Legally Blonde 2: Red, White & Blonde",Comedy,45000000,95.0,2003,7,124914842
Parental Guidance,Comedy,25000000,104.0,2012,12,119772232
No Strings Attached,Comedy,25000000,107.0,2011,1,147780440
Tombstone,Action,25000000,130.0,1993,12,56505065
Romeo Must Die,Action,25000000,115.0,2000,3,91036760
The Omen,Horror,2800000,111.0,1976,6,60922980
Final Destination 3,Horror,25000000,93.0,2006,2,117719158
The Lucky One,Drama,25000000,101.0,2012,4,99357138
Bridge to Terabithia,Adventure,60000000,96.0,2007,2,137587063
Finding Neverland,Drama,25000000,106.0,2004,10,116766556
A Madea Christmas,Comedy,0,100.0,2013,12,0
The Grey,Action,25000000,117.0,2012,1,77278331
Hide and Seek,Horror,25000000,101.0,2005,1,122644820
Anchorman: The Legend of Ron Burgundy,Comedy,26000000,94.0,2004,7,90574188
GoodFellas,Drama,25000000,145.0,1990,9,46836394
Agent Cody Banks,Action,28000000,102.0,2003,3,58795814
Nanny McPhee,Fantasy,25000000,97.0,2005,10,122489822
Scarface,Action,25000000,170.0,1983,12,65884703
Nothing to Lose,Action,25000000,97.0,1997,7,0
The Last Emperor,Drama,23000000,163.0,1987,10,43984230
Contraband,Thriller,25000000,109.0,2012,1,63100000
Money Talks,Action,0,97.0,1997,8,0
There Will Be Blood,Drama,25000000,158.0,2007,12,77208711
The Wild Thornberrys Movie,Animation,35000000,85.0,2002,12,0
Rugrats Go Wild,Animation,0,84.0,2003,6,0
Undercover Brother,Action,25000000,86.0,2002,5,41604473
The Sisterhood of the Traveling Pants,Drama,25000000,119.0,2005,6,39053061
Kiss of the Dragon,Action,25000000,98.0,2001,7,64437847
The House Bunny,Romance,25000000,97.0,2008,8,70442940
Beauty Shop,Comedy,25000000,105.0,2005,6,36351350
Million Dollar Arm,Drama,25000000,124.0,2014,5,38307627
The Giver,Drama,25000000,94.0,2014,8,66980456
What a Girl Wants,Comedy,0,105.0,2003,3,0
Jeepers Creepers 2,Horror,17000000,104.0,2003,8,63102666
Good Luck Chuck,Comedy,25000000,101.0,2007,9,59192128
Cradle 2 the Grave,Action,25000000,101.0,2003,2,56489558
The Hours,Drama,25000000,114.0,2002,12,41597830
She's the Man,Comedy,20000000,105.0,2006,3,33889159
Mr. Bean's Holiday,,25000000,90.0,2007,3,229736344
Anacondas: The Hunt for the Blood Orchid,Adventure,20000000,97.0,2004,8,70992898
Blood Ties,Thriller,25500000,128.0,2013,8,2415472
August Rush,Drama,25000000,114.0,2007,11,66122026
Elizabeth,Drama,30000000,124.0,1998,9,82150642
Bride of Chucky,Horror,25000000,89.0,1998,10,50671850
Tora! Tora! Tora!,,25485000,144.0,1970,1,29548291
Spice World,Adventure,25000000,93.0,1997,12,100000000
The Sitter,Comedy,25000000,81.0,2011,12,34942188
Dance Flick,Action,0,83.0,2009,5,0
The Shawshank Redemption,Drama,25000000,142.0,1994,9,28341469
Crocodile Dundee in Los Angeles,Adventure,21150000,92.0,2001,4,39438674
Kingpin,Comedy,27000000,113.0,1996,7,25023434
The Gambler,Thriller,25000000,111.0,2014,12,39171130
August: Osage County,Comedy,25000000,121.0,2013,12,74188937
Ice Princess,Drama,25000000,98.0,2005,3,27645491
A Lot Like Love,Comedy,30000000,107.0,2005,4,42886719
Eddie the Eagle,Comedy,23000000,106.0,2016,2,46152800
He Got Game,Drama,25000000,136.0,1998,5,21567853
Don Juan DeMarco,Romance,25000000,97.0,1994,10,22200000
Dear John,Drama,25000000,115.0,2010,2,114977104
The Losers,Action,25000000,97.0,2010,4,23580000
Don't Be Afraid of the Dark,Fantasy,25000000,99.0,2010,11,36993168
War,Action,25000000,103.0,2007,8,40452643
Punch-Drunk Love,Comedy,25000000,95.0,2002,10,17000000
EuroTrip,Comedy,25000000,93.0,2004,2,20796847
