InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
573094,22555,PLASTERS IN TIN STRONGMAN,2,10/27/2011 14:39,1.65,15707.0,United Kingdom
559984,20676,RED RETROSPOT BOWL,4,7/14/2011 11:45,1.25,16657.0,United Kingdom
567482,22384,LUNCH BAG PINK POLKADOT,2,9/20/2011 13:42,1.65,16464.0,United Kingdom
567656,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,4,9/21/2011 14:40,2.46,14096.0,United Kingdom
547538,22356,CHARLOTTE BAG PINK POLKADOT,10,3/23/2011 15:17,0.85,13534.0,United Kingdom
561209,23309,SET OF 60 I LOVE LONDON CAKE CASES ,2,7/25/2011 16:57,1.25,,United Kingdom
536544,22530,MAGIC DRAWING SLATE DOLLY GIRL ,5,12/1/2010 14:32,0.85,,United Kingdom
577181,23057,BEADED CHANDELIER T-LIGHT HOLDER,96,11/18/2011 11:35,1.0,,United Kingdom
554027,84978,HANGING HEART JAR T-LIGHT HOLDER,24,5/20/2011 13:40,1.25,15260.0,United Kingdom
571123,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,16,10/14/2011 9:35,0.65,14856.0,United Kingdom
578676,20981,12 PENCILS TALL TUBE WOODLAND,1,11/24/2011 19:07,0.85,16016.0,United Kingdom
563210,82580,BATHROOM METAL SIGN,2,8/14/2011 12:27,0.55,16466.0,United Kingdom
544597,22283,6 EGG HOUSE PAINTED WOOD,2,2/21/2011 17:42,7.95,16014.0,United Kingdom
541999,21879,HEARTS GIFT TAPE,1,1/25/2011 10:45,1.63,,United Kingdom
578666,23231,WRAP  VINTAGE DOILY ,25,11/24/2011 17:06,0.42,17727.0,United Kingdom
554512,23298,SPOTTY BUNTING,1,5/24/2011 15:54,10.79,,United Kingdom
560926,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,6,7/22/2011 9:20,2.08,,United Kingdom
559367,22978,PANTRY ROLLING PIN,6,7/8/2011 9:38,3.75,13013.0,United Kingdom
571601,21587,COSY HOUR GIANT TUBE MATCHES,4,10/18/2011 10:53,2.55,17073.0,United Kingdom
546871,22990,COTTON APRON PANTRY DESIGN,2,3/17/2011 16:10,4.95,16746.0,United Kingdom
547651,21904,HOUSE WRECKING METAL SIGN ,1,3/24/2011 12:11,2.1,16904.0,United Kingdom
538994,22111,SCOTTIE DOG HOT WATER BOTTLE,12,12/15/2010 12:05,4.95,17525.0,United Kingdom
547830,22348,TEA BAG PLATE RED RETROSPOT,1,3/25/2011 15:50,1.63,,United Kingdom
548176,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,3/29/2011 14:20,2.1,13439.0,United Kingdom
544928,47559B,TEA TIME OVEN GLOVE,3,2/24/2011 18:07,2.46,,United Kingdom
567710,85066,CREAM SWEETHEART MINI CHEST,6,9/22/2011 10:03,12.75,16213.0,United Kingdom
570420,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,10/10/2011 13:33,1.25,17841.0,United Kingdom
574502,23177,TREASURE ISLAND BOOK BOX,1,11/4/2011 13:16,2.25,17274.0,United Kingdom
578149,23284,DOORMAT KEEP CALM AND COME IN,6,11/23/2011 11:11,15.79,,United Kingdom
555848,23061,VINTAGE EMBOSSED HEART,12,6/7/2011 13:31,1.25,16081.0,United Kingdom
558766,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,24,7/3/2011 13:24,2.95,14257.0,United Kingdom
541018,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,1/13/2011 12:03,4.25,14978.0,United Kingdom
545447,22563,HAPPY STENCIL CRAFT,12,3/2/2011 16:34,1.25,17426.0,United Kingdom
536592,22147,FELTCRAFT BUTTERFLY HEARTS,2,12/1/2010 17:06,3.36,,United Kingdom
577531,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,11/20/2011 13:58,4.13,,United Kingdom
564166,22028,PENNY FARTHING BIRTHDAY CARD,12,8/23/2011 13:40,0.42,15089.0,United Kingdom
544839,85053,FRENCH ENAMEL CANDLEHOLDER,12,2/24/2011 10:50,2.1,14841.0,United Kingdom
542626,21244,BLUE POLKADOT PLATE ,8,1/31/2011 9:51,1.69,12720.0,Germany
567297,22784,LANTERN CREAM GAZEBO ,3,9/19/2011 12:27,4.95,15594.0,United Kingdom
565612,22548,HEADS AND TAILS SPORTING FUN,12,9/5/2011 15:17,1.25,12616.0,France
562286,22467,GUMBALL COAT RACK,18,8/4/2011 10:45,2.1,15061.0,United Kingdom
543097,22379,RECYCLING BAG RETROSPOT ,1,2/3/2011 11:41,4.13,,United Kingdom
565766,21248,DOOR HANGER  MUM + DADS ROOM,1,9/6/2011 14:23,1.45,17841.0,United Kingdom
542407,21524,DOORMAT SPOTTY HOME SWEET HOME,2,1/27/2011 16:17,7.95,15601.0,United Kingdom
550622,20679,EDWARDIAN PARASOL RED,4,4/19/2011 13:49,5.95,13735.0,United Kingdom
550800,22458,Missing,-65,4/20/2011 14:48,0.0,,United Kingdom
571184,23201,JUMBO BAG ALPHABET,10,10/14/2011 11:09,2.08,15478.0,United Kingdom
570102,22568,FELTCRAFT CUSHION OWL,8,10/7/2011 12:17,3.75,16455.0,United Kingdom
538365,22111,SCOTTIE DOG HOT WATER BOTTLE,2,12/12/2010 10:11,4.95,17243.0,United Kingdom
576626,21844,RED RETROSPOT MUG,1,11/15/2011 17:26,2.95,12890.0,United Kingdom
573155,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,10/28/2011 8:34,1.45,13632.0,United Kingdom
572061,23510,MINI PLAYING CARDS GYMKHANA,20,10/20/2011 12:53,0.42,12474.0,Germany
565434,22963,JAM JAR WITH GREEN LID,6,9/4/2011 13:35,0.85,12867.0,United Kingdom
575512,22768,FAMILY PHOTO FRAME CORNICE,4,11/10/2011 10:36,9.95,14121.0,United Kingdom
561869,23298,SPOTTY BUNTING,1,7/31/2011 11:38,4.95,16764.0,United Kingdom
568238,23412,HEART MIRROR ANTIQUE WHITE,2,9/26/2011 12:00,7.5,13927.0,United Kingdom
541788,22908,PACK OF 20 NAPKINS RED APPLES,12,1/21/2011 13:05,0.85,13999.0,United Kingdom
545585,21975,PACK OF 60 DINOSAUR CAKE CASES,24,3/4/2011 9:32,0.55,12541.0,Spain
561690,23263,SET OF 3 WOODEN HEART DECORATIONS,12,7/29/2011 9:11,1.25,13875.0,United Kingdom
547914,22898,CHILDRENS APRON APPLES DESIGN,16,3/28/2011 12:35,1.95,12594.0,Italy
541999,90120C,GREEN MURANO TWIST BRACELET,6,1/25/2011 10:45,4.15,,United Kingdom
566849,23344,JUMBO BAG 50'S CHRISTMAS ,10,9/15/2011 12:03,2.08,16341.0,United Kingdom
555603,22178,VICTORIAN GLASS HANGING T-LIGHT,12,6/6/2011 11:36,1.25,16209.0,United Kingdom
554976,22189,CREAM HEART CARD HOLDER,3,5/29/2011 10:57,3.95,15046.0,United Kingdom
538639,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2,12/13/2010 14:24,3.75,17179.0,United Kingdom
540975,22692,DOORMAT WELCOME TO OUR HOME,2,1/12/2011 14:57,7.95,14040.0,United Kingdom
549189,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,4/7/2011 10:11,0.85,15235.0,United Kingdom
573370,22485,SET OF 2 WOODEN MARKET CRATES,2,10/30/2011 13:30,12.75,16626.0,United Kingdom
550457,82583,HOT BATHS METAL SIGN,72,4/18/2011 13:12,1.85,13798.0,United Kingdom
575138,22993,SET OF 4 PANTRY JELLY MOULDS,2,11/8/2011 15:24,3.29,,United Kingdom
557639,20750,RED RETROSPOT MINI CASES,1,6/21/2011 16:13,7.95,12933.0,United Kingdom
580119,23010,CIRCUS PARADE BABY GIFT SET,1,12/1/2011 16:37,16.95,17920.0,United Kingdom
569533,22644,CERAMIC CHERRY CAKE MONEY BANK,1,10/4/2011 15:21,1.45,16374.0,United Kingdom
536569,21809,CHRISTMAS HANGING TREE WITH BELL,1,12/1/2010 15:35,1.25,16274.0,United Kingdom
564256,21495,SKULLS AND CROSSBONES WRAP,25,8/24/2011 10:45,0.42,14796.0,United Kingdom
558043,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,6/24/2011 13:28,4.15,13425.0,United Kingdom
560937,21220,SET/4 BADGES DOGS,1,7/22/2011 10:52,1.25,17920.0,United Kingdom
553175,21086,SET/6 RED SPOTTY PAPER CUPS,1,5/15/2011 11:17,0.65,,United Kingdom
569230,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,10/2/2011 15:07,2.95,16533.0,United Kingdom
559811,22667,RECIPE BOX RETROSPOT ,6,7/12/2011 15:22,2.95,13269.0,United Kingdom
575728,23397,FOOT STOOL HOME SWEET HOME ,2,11/10/2011 19:40,9.95,14911.0,EIRE
560300,21289,LARGE STRIPES CHOCOLATE GIFT BAG,16,7/18/2011 10:29,1.25,14911.0,EIRE
553125,23106,ZINC PLANT POT HOLDER,8,5/13/2011 12:13,2.89,17139.0,United Kingdom
551719,22919,HERB MARKER MINT,1,5/3/2011 16:09,1.63,,United Kingdom
560780,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,7,7/21/2011 9:31,4.13,,United Kingdom
544661,22801,ANTIQUE GLASS PEDESTAL BOWL,4,2/22/2011 13:59,3.75,15303.0,United Kingdom
555734,20717,STRAWBERRY SHOPPER BAG,10,6/7/2011 8:21,1.25,17696.0,United Kingdom
551468,22692,DOORMAT WELCOME TO OUR HOME,2,4/28/2011 16:21,15.79,,United Kingdom
551346,20750,RED RETROSPOT MINI CASES,2,4/28/2011 9:12,7.95,12362.0,Belgium
559629,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,7/11/2011 11:58,7.95,14690.0,United Kingdom
557746,85180B,PINK HEARTS LIGHT CHAIN ,1,6/22/2011 12:24,4.65,15059.0,United Kingdom
562138,22427,ENAMEL FLOWER JUG CREAM,24,8/3/2011 10:04,5.45,14737.0,United Kingdom
564755,22196,SMALL HEART MEASURING SPOONS,2,8/30/2011 10:31,1.63,,United Kingdom
557897,22961,JAM MAKING SET PRINTED,12,6/23/2011 14:25,1.45,13881.0,United Kingdom
551774,17090D,VANILLA INCENSE 40 CONES IN TIN,1,5/4/2011 11:12,1.25,14606.0,United Kingdom
578844,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,11/25/2011 16:14,3.29,,United Kingdom
576618,23084,RABBIT NIGHT LIGHT,37,11/15/2011 17:00,4.13,,United Kingdom
574509,22494,EMERGENCY FIRST AID TIN ,3,11/4/2011 13:25,1.25,16012.0,United Kingdom
545897,21143,ANTIQUE GLASS HEART DECORATION ,1,3/7/2011 17:22,4.13,,United Kingdom
541999,79321,CHILLI LIGHTS,1,1/25/2011 10:45,9.96,,United Kingdom
559806,22120,WELCOME  WOODEN BLOCK LETTERS,2,7/12/2011 14:26,9.95,13311.0,United Kingdom
570598,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,24,10/11/2011 11:55,2.55,14175.0,United Kingdom
579096,22620,4 TRADITIONAL SPINNING TOPS,20,11/28/2011 11:07,1.45,15561.0,United Kingdom
561382,21754,HOME BUILDING BLOCK WORD,1,7/26/2011 17:27,5.95,16750.0,United Kingdom
551517,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,5/1/2011 11:14,2.95,16931.0,United Kingdom
565431,22997,TRAVEL CARD WALLET UNION JACK,10,9/4/2011 13:15,0.42,14965.0,United Kingdom
574834,48138,DOORMAT UNION FLAG,4,11/7/2011 11:30,8.25,13139.0,United Kingdom
536528,22607,WOODEN ROUNDERS GARDEN SET ,1,12/1/2010 13:17,9.95,15525.0,United Kingdom
561128,23093,SMALL PARISIENNE HEART PHOTO FRAME ,8,7/25/2011 12:59,2.49,16249.0,United Kingdom
570677,23530,WALL ART ONLY ONE PERSON ,3,10/11/2011 15:10,4.95,12836.0,United Kingdom
545460,22348,TEA BAG PLATE RED RETROSPOT,1,3/2/2011 17:33,0.85,13230.0,United Kingdom
557957,23301,GARDENERS KNEELING PAD KEEP CALM ,5,6/23/2011 19:20,1.65,13969.0,United Kingdom
577479,23150,IVORY SWEETHEART SOAP DISH,6,11/20/2011 11:34,2.49,14911.0,EIRE
581165,21015,DARK BIRD HOUSE TREE DECORATION,24,12/7/2011 14:39,0.29,15701.0,United Kingdom
569467,23230,WRAP ALPHABET DESIGN,25,10/4/2011 11:44,0.42,14291.0,United Kingdom
580523,22112,CHOCOLATE HOT WATER BOTTLE,3,12/4/2011 15:00,4.95,17827.0,United Kingdom
557632,23065,LARGE DECO JEWELLERY STAND,2,6/21/2011 15:07,12.5,17420.0,United Kingdom
572845,22178,VICTORIAN GLASS HANGING T-LIGHT,960,10/26/2011 12:11,0.9,16013.0,United Kingdom
559538,21506,"FANCY FONT BIRTHDAY CARD, ",12,7/10/2011 12:25,0.42,16880.0,United Kingdom
553683,21982,PACK OF 12 SUKI TISSUES ,24,5/18/2011 13:50,0.29,14060.0,United Kingdom
560555,20992,JAZZ HEARTS PURSE NOTEBOOK,1,7/19/2011 13:01,0.39,14178.0,United Kingdom
561036,23207,LUNCH BAG ALPHABET DESIGN,3,7/24/2011 11:54,1.65,13137.0,United Kingdom
571039,20717,STRAWBERRY SHOPPER BAG,3,10/13/2011 12:59,1.25,16121.0,United Kingdom
565232,22424,ENAMEL BREAD BIN CREAM,2,9/2/2011 9:30,24.96,,United Kingdom
554098,22424,ENAMEL BREAD BIN CREAM,1,5/22/2011 13:01,12.75,14769.0,United Kingdom
542806,22821,GIFT BAG PSYCHEDELIC APPLES,12,2/1/2011 11:20,0.65,12836.0,United Kingdom
543985,85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,1,2/15/2011 9:44,4.13,,United Kingdom
558769,22995,TRAVEL CARD WALLET SUKI,24,7/3/2011 14:58,0.42,17899.0,United Kingdom
556081,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,6/8/2011 15:22,4.13,,United Kingdom
579087,22582,PACK OF 6 SWEETIE GIFT BOXES,12,11/28/2011 10:35,2.55,13914.0,United Kingdom
540971,22631,CIRCUS PARADE LUNCH BOX ,12,1/12/2011 14:10,1.95,12383.0,Belgium
550284,22487,WHITE WOOD GARDEN PLANT LADDER,2,4/15/2011 14:10,9.95,12383.0,Belgium
568135,22712,CARD DOLLY GIRL ,1,9/23/2011 17:04,0.83,,United Kingdom
537638,20675,BLUE POLKADOT BOWL,1,12/7/2010 15:28,2.51,,United Kingdom
578344,23206,LUNCH BAG APPLE DESIGN,2,11/24/2011 9:21,4.13,,United Kingdom
579470,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,11/29/2011 15:06,4.95,16549.0,United Kingdom
576198,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,11/14/2011 12:12,0.83,17538.0,United Kingdom
548703,85099C,JUMBO  BAG BAROQUE BLACK WHITE,3,4/3/2011 11:37,2.08,16010.0,United Kingdom
578255,23256,CHILDRENS CUTLERY SPACEBOY ,4,11/23/2011 12:58,4.15,14675.0,United Kingdom
560244,21902,"KEY FOB , FRONT  DOOR ",3,7/17/2011 12:14,0.65,16931.0,United Kingdom
557213,23060,HEART BEADED TRELLIS DECORATION,2,6/17/2011 12:16,2.08,15021.0,United Kingdom
549835,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,4/12/2011 13:24,2.55,17511.0,United Kingdom
557525,22715,CARD WEDDING DAY,12,6/21/2011 9:26,0.42,12759.0,Netherlands
564091,23546,WRAP PAISLEY PARK ,25,8/23/2011 9:57,0.42,15804.0,United Kingdom
547703,22991,GIRAFFE WOODEN RULER,12,3/24/2011 17:10,1.95,12540.0,Spain
564754,23209,LUNCH BAG VINTAGE DOILY ,1,8/30/2011 10:29,4.13,,United Kingdom
566577,22616,PACK OF 12 LONDON TISSUES ,1,9/13/2011 13:29,0.79,,United Kingdom
571441,22946,WOODEN ADVENT CALENDAR CREAM,7,10/17/2011 13:31,16.63,14096.0,United Kingdom
542806,22113,GREY HEART HOT WATER BOTTLE,5,2/1/2011 11:20,3.75,12836.0,United Kingdom
579885,21682,LARGE MEDINA STAMPED METAL BOWL ,2,11/30/2011 17:37,4.95,15444.0,United Kingdom
566217,84992,72 SWEETHEART FAIRY CAKE CASES,1,9/9/2011 15:17,1.25,14096.0,United Kingdom
580075,22273,FELTCRAFT DOLL MOLLY,3,12/1/2011 14:09,2.95,17014.0,United Kingdom
577317,22555,PLASTERS IN TIN STRONGMAN,1,11/18/2011 13:33,1.65,16426.0,United Kingdom
C547992,22891,TEA FOR ONE POLKADOT,-3,3/29/2011 9:58,4.25,18225.0,United Kingdom
573289,22730,ALARM CLOCK BAKELIKE IVORY,8,10/28/2011 14:44,3.75,12705.0,Germany
575177,22587,FELTCRAFT HAIRBAND RED AND BLUE,2,11/8/2011 18:41,1.63,,United Kingdom
554415,47566,PARTY BUNTING,8,5/24/2011 12:10,4.95,18202.0,United Kingdom
576212,22556,PLASTERS IN TIN CIRCUS PARADE ,6,11/14/2011 12:45,1.65,18082.0,United Kingdom
570503,23520,EMBROIDERED RIBBON REEL RUBY ,1,10/11/2011 9:26,3.75,17965.0,United Kingdom
536796,21967,PACK OF 12 SKULL TISSUES,1,12/2/2010 15:46,0.29,15574.0,United Kingdom
573381,22161,HEART DECORATION RUSTIC HANGING ,2,10/30/2011 14:05,0.19,17590.0,United Kingdom
539473,22563,HAPPY STENCIL CRAFT,24,12/19/2010 14:24,1.25,14911.0,EIRE
577333,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,11/18/2011 14:40,5.95,14868.0,United Kingdom
576906,22961,JAM MAKING SET PRINTED,12,11/17/2011 9:33,1.45,18225.0,United Kingdom
554285,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,2,5/23/2011 14:15,8.29,,United Kingdom
571307,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,10/17/2011 10:10,0.83,14443.0,United Kingdom
551234,21897,POTTING SHED CANDLE CITRONELLA,60,4/27/2011 11:47,2.55,17450.0,United Kingdom
553527,22350,ILLUSTRATED CAT BOWL ,6,5/17/2011 14:57,2.55,15123.0,United Kingdom
543533,21700,BIG DOUGHNUT FRIDGE MAGNETS,2,2/9/2011 13:00,8.29,,United Kingdom
570703,22138,BAKING SET 9 PIECE RETROSPOT ,3,10/12/2011 9:50,4.95,14911.0,EIRE
556484,22930,BAKING MOULD HEART MILK CHOCOLATE,7,6/12/2011 13:17,2.55,16938.0,United Kingdom
576907,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,11/17/2011 9:34,2.1,12610.0,Italy
543518,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,100,2/9/2011 11:21,0.72,12753.0,Japan
563095,22197,POPCORN HOLDER,12,8/12/2011 9:04,0.85,13158.0,United Kingdom
571714,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,1,10/18/2011 17:00,0.83,,United Kingdom
568164,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,20,9/25/2011 12:39,0.79,14561.0,United Kingdom
540681,17084N,FAIRY DREAMS INCENSE ,4,1/10/2011 16:25,0.43,,United Kingdom
580730,21908,CHOCOLATE THIS WAY METAL SIGN,1,12/5/2011 17:28,4.13,,United Kingdom
566311,85150,LADIES & GENTLEMEN METAL SIGN,18,9/12/2011 9:41,2.55,15980.0,United Kingdom
559693,22908,PACK OF 20 NAPKINS RED APPLES,1,7/11/2011 16:21,1.63,,United Kingdom
546101,84596F,SMALL MARSHMALLOWS PINK BOWL,8,3/9/2011 12:12,0.42,14803.0,United Kingdom
541816,40001,WHITE BAMBOO RIBS LAMPSHADE,6,1/21/2011 15:56,0.85,17799.0,United Kingdom
575117,84991,60 TEATIME FAIRY CAKE CASES,1,11/8/2011 14:22,0.55,12748.0,United Kingdom
556298,22077,6 RIBBONS RUSTIC CHARM,12,6/10/2011 10:05,1.65,16581.0,United Kingdom
565776,20713,JUMBO BAG OWLS,100,9/6/2011 14:38,1.79,15311.0,United Kingdom
544341,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2/18/2011 9:43,2.1,13012.0,United Kingdom
564635,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,8/26/2011 12:41,0.42,15615.0,United Kingdom
548739,22115,METAL SIGN EMPIRE TEA,1,4/4/2011 11:28,2.95,15493.0,United Kingdom
C567690,22659,LUNCH BOX I LOVE LONDON,-7,9/21/2011 17:01,1.95,15810.0,United Kingdom
546861,21222,SET/4 BADGES BEETLES,10,3/17/2011 15:03,1.25,14911.0,EIRE
579007,23498,CLASSIC BICYCLE CLIPS ,24,11/28/2011 9:11,1.45,17924.0,United Kingdom
537773,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,12/8/2010 12:36,4.95,16016.0,United Kingdom
541866,22241,GARLAND WOODEN HAPPY EASTER,12,1/24/2011 9:25,1.25,16477.0,United Kingdom
547248,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,3/22/2011 9:23,6.63,,United Kingdom
574470,23510,MINI PLAYING CARDS GYMKHANA,6,11/4/2011 11:56,0.42,12748.0,United Kingdom
580729,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,12/5/2011 17:24,0.83,,United Kingdom
573153,23286,BLUE VINTAGE SPOT BEAKER,8,10/28/2011 7:39,0.85,12678.0,France
558904,20725,LUNCH BAG RED RETROSPOT,1,7/4/2011 16:18,4.13,,United Kingdom
545023,21213,PACK OF 72 SKULL CAKE CASES,24,2/25/2011 14:25,0.55,12921.0,United Kingdom
543037,21915,RED  HARMONICA IN BOX ,12,2/2/2011 16:01,1.25,12350.0,Norway
540372,16161U,WRAP SUKI AND FRIENDS,25,1/6/2011 16:41,0.42,13081.0,United Kingdom
564167,22662,LUNCH BAG DOLLY GIRL DESIGN,10,8/23/2011 13:50,1.65,17735.0,United Kingdom
548160,22992,REVOLVER WOODEN RULER ,36,3/29/2011 13:33,1.95,16253.0,United Kingdom
544470,22619,SET OF 6 SOLDIER SKITTLES,4,2/21/2011 8:38,3.75,12707.0,France
577228,23077,DOUGHNUT LIP GLOSS ,20,11/18/2011 12:07,1.25,12391.0,Cyprus
554511,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,5/24/2011 15:52,5.79,,United Kingdom
C538684,22470,HEART OF WICKER LARGE,-1,12/14/2010 9:26,2.95,16161.0,United Kingdom
549543,22064,PINK DOUGHNUT TRINKET POT ,2,4/10/2011 11:14,1.65,18118.0,United Kingdom
572653,21879,HEARTS GIFT TAPE,3,10/25/2011 12:12,0.65,15861.0,United Kingdom
561195,23078,ICE CREAM PEN LIP GLOSS ,48,7/25/2011 13:57,1.25,14796.0,United Kingdom
580115,23229,VINTAGE DONKEY TAIL GAME ,2,12/1/2011 16:22,7.46,,United Kingdom
548648,21900,"KEY FOB , SHED",24,4/1/2011 13:20,0.65,12949.0,United Kingdom
575983,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,11/13/2011 13:45,3.25,13379.0,United Kingdom
572758,23343,JUMBO BAG VINTAGE CHRISTMAS ,2,10/25/2011 18:39,4.13,,United Kingdom
550298,23002,TRAVEL CARD WALLET SKULLS,2,4/15/2011 16:11,0.42,17346.0,United Kingdom
555510,22998,TRAVEL CARD WALLET KEEP CALM,1,6/3/2011 17:09,0.83,,United Kingdom
540821,85017B,ENVELOPE 50 BLOSSOM IMAGES,2,1/11/2011 13:16,0.85,,United Kingdom
561092,48138,DOORMAT UNION FLAG,2,7/25/2011 9:58,7.95,17054.0,United Kingdom
537434,22906,12 MESSAGE CARDS WITH ENVELOPES,2,12/6/2010 16:57,3.36,,United Kingdom
550740,21669,BLUE STRIPE CERAMIC DRAWER KNOB,1,4/20/2011 11:33,2.46,,United Kingdom
561097,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,7/25/2011 10:47,0.55,15981.0,United Kingdom
572301,23196,VINTAGE LEAF MAGNETIC NOTEPAD,3,10/23/2011 14:41,1.45,16794.0,United Kingdom
552257,22427,ENAMEL FLOWER JUG CREAM,2,5/8/2011 11:08,5.95,16923.0,United Kingdom
555924,84950,ASSORTED COLOUR T-LIGHT HOLDER,18,6/7/2011 17:12,1.38,,United Kingdom
564716,84875D,BLUE SQUARE COMPACT MIRROR,12,8/28/2011 11:02,1.25,14810.0,United Kingdom
540977,85087,CANDY SPOT CUSHION COVER,2,1/12/2011 15:01,3.36,,United Kingdom
548714,22405,MONEY BOX POCKET MONEY DESIGN,1,4/3/2011 15:07,1.25,17337.0,United Kingdom
542629,85014A,BLACK/BLUE POLKADOT UMBRELLA,96,1/31/2011 9:57,4.95,12731.0,France
559200,22855,FINE WICKER HEART ,3,7/7/2011 10:36,1.25,13291.0,United Kingdom
569110,21671,RED SPOT CERAMIC DRAWER KNOB,12,9/30/2011 12:44,1.45,17675.0,United Kingdom
556082,20658,RED RETROSPOT LUGGAGE TAG,2,6/8/2011 15:22,2.46,,United Kingdom
570855,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,10/12/2011 14:56,1.25,17314.0,United Kingdom
555110,22671,FRENCH LAUNDRY SIGN BLUE METAL,1,5/31/2011 14:34,1.65,17841.0,United Kingdom
578698,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,11/25/2011 10:20,2.49,12620.0,France
540468,21990,MODERN FLORAL STATIONERY SET,1,1/7/2011 13:55,2.51,,United Kingdom
553919,23298,SPOTTY BUNTING,50,5/20/2011 8:41,4.15,17416.0,United Kingdom
572447,22904,CALENDAR PAPER CUT DESIGN,80,10/24/2011 12:25,2.55,17811.0,United Kingdom
542719,20975,12 PENCILS SMALL TUBE RED RETROSPOT,2,1/31/2011 14:18,0.65,17619.0,United Kingdom
573373,21479,WHITE SKULL HOT WATER BOTTLE ,1,10/30/2011 13:37,4.25,14684.0,United Kingdom
537046,21333,CLASSIC WHITE FRAME,1,12/5/2010 10:58,2.95,18109.0,United Kingdom
555012,22178,VICTORIAN GLASS HANGING T-LIGHT,18,5/31/2011 10:43,1.25,16814.0,United Kingdom
553340,20685,DOORMAT RED RETROSPOT,10,5/16/2011 12:20,6.75,15125.0,United Kingdom
558232,22760,"TRAY, BREAKFAST IN BED",2,6/27/2011 14:30,12.75,17841.0,United Kingdom
539595,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1,12/20/2010 13:43,8.47,,United Kingdom
545663,21874,GIN AND TONIC MUG,12,3/4/2011 14:52,1.25,13491.0,United Kingdom
549451,22984,CARD GINGHAM ROSE ,12,4/8/2011 14:14,0.42,16556.0,United Kingdom
556091,DOT,DOTCOM POSTAGE,1,6/8/2011 15:25,84.63,,United Kingdom
565734,22993,SET OF 4 PANTRY JELLY MOULDS,8,9/6/2011 12:15,1.25,17191.0,United Kingdom
567170,22952,60 CAKE CASES VINTAGE CHRISTMAS,10,9/18/2011 12:40,0.55,13566.0,United Kingdom
574555,22574,HEART WOODEN CHRISTMAS DECORATION,10,11/4/2011 15:29,0.85,16426.0,United Kingdom
573369,84978,HANGING HEART JAR T-LIGHT HOLDER,5,10/30/2011 13:19,1.25,16049.0,United Kingdom
549667,20728,LUNCH BAG CARS BLUE,10,4/11/2011 12:20,1.65,14911.0,EIRE
C557876,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,6/23/2011 13:10,4.95,18223.0,United Kingdom
575739,23349,ROLL WRAP VINTAGE CHRISTMAS,6,11/11/2011 9:05,2.46,,United Kingdom
578996,23343,JUMBO BAG VINTAGE CHRISTMAS ,1,11/27/2011 16:02,2.08,13991.0,United Kingdom
557957,23285,PINK VINTAGE SPOT BEAKER,4,6/23/2011 19:20,0.85,13969.0,United Kingdom
557892,22501,PICNIC BASKET WICKER LARGE,3,6/23/2011 14:11,9.95,14534.0,United Kingdom
C554849,21231,SWEETHEART CERAMIC TRINKET BOX,-1,5/26/2011 19:58,1.06,17865.0,United Kingdom
